ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
15,1,2B,homogeneo,PNM,87.566,1.953,12.890,38.334,34.392,31115,1546,66.05,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,1,2B,homogeneo,PNM,66.817,1.992,12.101,24.213,28.509,29187,1397,65.92,What antenna design considerations optimize ground station visibility during short service windows i
17,1,2B,homogeneo,DLB,72.723,1.974,16.486,23.763,30.497,37935,1401,65.88,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,1,2B,homogeneo,PNM,71.342,1.961,13.473,27.279,28.630,32860,1387,64.20,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,1,2B,homogeneo,DLB,67.268,1.952,14.030,27.260,24.028,33887,1461,64.99,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,1,2B,homogeneo,PNM,77.578,1.986,11.830,31.547,32.215,29196,1469,67.14,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,1,2B,homogeneo,DLB,72.713,1.944,12.467,29.080,29.221,30247,1386,66.01,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,1,2B,homogeneo,PNM,75.136,1.948,12.242,32.277,28.665,30159,1425,65.62,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,1,2B,homogeneo,DLB,69.746,1.990,12.349,25.032,30.371,29998,1486,66.88,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,1,2B,homogeneo,DLB,73.868,1.947,12.829,26.544,32.547,31359,1580,66.24,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,1,2B,homogeneo,PNM,68.132,1.980,12.308,24.571,29.276,29702,1308,66.52,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,1,2B,homogeneo,PNM,77.670,1.994,16.026,26.335,33.318,36916,1544,66.48,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,1,2B,homogeneo,DLB,81.420,1.973,13.584,34.755,31.110,33208,1555,64.11,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,1,2B,homogeneo,PNM,77.075,1.989,15.236,31.222,28.630,35677,1490,65.22,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,1,2B,homogeneo,PNM,85.482,2.007,12.185,37.546,33.747,30172,1630,66.02,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,1,2B,homogeneo,PNM,68.714,2.013,12.997,24.666,29.040,31499,1480,66.48,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,2B,homogeneo,PNM,58.471,2.071,11.591,17.705,27.100,30968,1452,88.46,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,1,2B,homogeneo,DLB,52.489,1.969,11.331,17.384,21.804,29867,1444,85.11,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,2B,homogeneo,PNM,56.068,1.969,11.583,18.197,24.318,30933,1497,84.71,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,2B,homogeneo,PNM,62.890,1.948,13.443,18.954,28.551,34535,1535,85.34,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,1,2B,homogeneo,PNM,59.611,2.050,11.353,20.290,25.922,30635,1629,83.87,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,2B,homogeneo,PNM,63.818,1.944,15.525,18.220,28.128,38402,1471,84.65,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,2B,homogeneo,PNM,62.616,2.011,12.772,19.368,28.467,33037,1556,84.74,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,2B,homogeneo,PNM,55.201,1.897,10.201,18.490,24.609,27689,1510,84.86,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,2B,homogeneo,DLB,70.368,1.963,16.170,20.631,31.604,39755,1662,84.92,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,2B,homogeneo,PNM,59.124,1.966,12.378,18.430,26.352,32397,1472,83.87,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,2B,homogeneo,DLB,57.965,2.010,12.727,17.872,25.357,32982,1448,84.95,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,2B,homogeneo,PNM,56.579,1.960,11.423,17.720,25.480,30181,1429,85.05,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,2B,homogeneo,DLB,70.599,1.968,12.513,21.859,34.254,32747,1699,84.39,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,2B,homogeneo,DLB,59.735,1.933,12.093,18.595,27.112,31616,1485,84.89,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,2B,homogeneo,PNM,56.321,1.942,10.887,17.755,25.738,28944,1411,84.09,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,2B,homogeneo,PNM,54.763,1.957,10.550,19.090,23.165,28661,1566,84.72,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,2B,homogeneo,PNM,69.281,1.956,14.290,20.953,32.080,36233,1643,83.98,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,2B,homogeneo,Error,34.286,1.781,7.794,13.473,11.237,21928,1178,81.18,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,2B,homogeneo,DLB,62.306,1.942,11.633,20.497,28.235,31250,1622,84.45,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,2B,homogeneo,DLB,60.891,1.932,10.415,19.710,28.834,28359,1570,84.89,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
