ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
16,3,70B,heterogeneo,PNM,1772.456,851.556,228.298,657.561,35.041,29287,3397,5.15,What antenna design considerations optimize ground station visibility during short service windows i
17,3,70B,heterogeneo,DLB,2086.846,897.235,307.896,837.793,43.924,39407,4304,5.11,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,3,70B,heterogeneo,DLB,1866.193,873.092,256.531,699.489,37.081,32963,3592,5.12,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,3,70B,heterogeneo,DLB,1939.980,877.742,268.306,754.523,39.408,34386,3884,5.12,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,3,70B,heterogeneo,DLB,1900.423,861.113,237.656,761.753,39.904,30603,3936,5.15,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,3,70B,heterogeneo,DLB,1713.080,853.171,222.336,605.158,32.414,28642,3128,5.15,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,3,70B,heterogeneo,DLB,1804.383,853.242,232.146,682.163,36.828,29703,3517,5.14,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,3,70B,heterogeneo,DLB,1731.564,865.884,229.192,603.282,33.210,29512,3110,5.14,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,3,70B,heterogeneo,DLB,1713.849,863.637,239.132,579.233,31.848,30707,2983,5.13,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,3,70B,heterogeneo,DLB,1844.195,858.401,235.907,712.445,37.441,30337,3676,5.14,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,3,70B,heterogeneo,DLB,1901.002,882.080,286.234,695.139,37.555,36756,3566,5.10,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,3,70B,heterogeneo,PNM,1977.913,883.874,258.681,794.805,40.550,33130,4067,5.10,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,3,70B,heterogeneo,PNM,1803.555,863.250,264.931,640.925,34.452,34001,3302,5.14,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,3,70B,heterogeneo,DLB,1878.313,852.889,237.882,748.555,38.988,30561,3868,5.15,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,3,70B,heterogeneo,PNM,1636.828,862.295,233.517,512.602,28.417,30069,2637,5.12,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,3,70B,heterogeneo,DLB,1755.097,879.434,232.555,610.491,32.617,29901,3147,5.13,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,3,70B,heterogeneo,PNM,1797.229,871.202,235.196,657.005,33.827,30148,3388,5.13,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,3,70B,heterogeneo,PNM,1953.307,882.641,240.771,789.223,40.672,31193,4048,5.13,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,3,70B,heterogeneo,DLB,1859.439,894.592,270.750,659.716,34.380,34681,3353,5.08,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,3,70B,heterogeneo,DLB,1825.688,895.218,221.323,672.427,36.722,28122,3451,5.11,How can frequency planning address interference between satellite uplinks and broadband power line c
36,3,70B,heterogeneo,DLB,1940.750,866.292,290.916,744.139,39.403,37291,3803,5.11,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,3,70B,heterogeneo,PNM,1741.602,876.476,245.724,587.918,31.485,31563,3005,5.11,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,3,70B,heterogeneo,DLB,1747.972,859.974,212.803,641.387,33.805,27163,3315,5.14,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,3,70B,heterogeneo,DLB,1988.571,945.317,301.939,703.791,37.521,38806,3604,5.11,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,3,70B,heterogeneo,DLB,1810.139,891.755,251.654,632.802,33.932,32343,3258,5.13,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,3,70B,heterogeneo,DLB,1944.376,885.511,266.228,753.375,39.260,34077,3877,5.12,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,3,70B,heterogeneo,PNM,1912.689,858.317,220.570,792.543,41.257,28196,4100,5.15,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,3,70B,heterogeneo,DLB,1945.863,880.777,246.937,777.302,40.846,31894,4001,5.12,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,3,70B,heterogeneo,PNM,1993.904,883.827,254.739,812.462,42.876,32715,4173,5.09,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,3,70B,heterogeneo,DLB,1852.772,869.039,227.150,718.958,37.626,29088,3703,5.11,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,3,70B,heterogeneo,PNM,1747.451,865.826,211.062,636.434,34.129,26752,3288,5.14,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,3,70B,heterogeneo,DLB,2068.482,904.345,275.405,844.607,44.126,35581,4347,5.13,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,3,70B,heterogeneo,DLB,1978.640,853.616,202.735,877.731,44.556,26167,4544,5.14,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,3,70B,heterogeneo,DLB,1961.604,876.207,247.246,796.437,41.713,31724,4088,5.11,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,3,70B,heterogeneo,PNM,1638.687,861.983,207.708,539.486,29.506,26456,2788,5.15,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
