ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
27,3,2B,homogeneo,PNM,62.863,1.937,12.834,19.628,28.466,33348,1571,84.26,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,3,2B,homogeneo,PNM,63.175,1.960,14.083,19.056,28.076,35663,1528,84.96,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,3,2B,homogeneo,DLB,55.950,1.960,11.083,17.627,25.279,29311,1439,85.00,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,3,2B,homogeneo,DLB,56.733,1.979,12.176,18.033,24.548,31511,1456,84.21,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,3,2B,homogeneo,PNM,62.354,1.939,12.147,20.030,28.238,31944,1611,84.90,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,3,2B,homogeneo,PNM,58.904,1.977,11.022,18.158,27.748,29261,1458,85.90,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,3,2B,homogeneo,PNM,61.062,1.898,11.732,20.648,26.785,31355,1640,83.32,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,3,2B,homogeneo,PNM,56.230,1.929,13.361,17.717,23.225,34537,1456,84.42,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,3,2B,homogeneo,PNM,64.849,1.970,11.605,22.064,29.211,31147,1750,83.55,How can frequency planning address interference between satellite uplinks and broadband power line c
36,3,2B,homogeneo,DLB,59.165,1.927,15.316,17.030,24.890,37674,1395,84.84,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,3,2B,homogeneo,DLB,58.701,1.895,12.712,18.974,25.119,33062,1545,84.28,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,3,2B,homogeneo,PNM,52.630,1.971,10.095,17.803,22.757,27381,1438,83.49,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,3,2B,homogeneo,DLB,61.479,1.953,16.183,18.946,24.398,39832,1545,83.50,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,3,2B,homogeneo,DLB,57.459,1.974,12.317,17.749,25.419,32196,1437,84.87,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,3,2B,homogeneo,DLB,59.248,1.917,12.744,18.351,26.237,32870,1452,83.46,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,3,2B,homogeneo,DLB,58.784,1.904,11.422,18.125,27.330,30426,1452,85.39,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,3,2B,homogeneo,DLB,53.670,1.914,12.274,17.026,22.456,31669,1401,84.15,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,3,2B,homogeneo,PNM,58.821,1.967,12.001,18.097,26.756,31360,1443,84.18,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,3,2B,homogeneo,PNM,49.012,1.906,10.894,16.402,19.809,29200,1347,84.39,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,3,2B,homogeneo,PNM,55.033,1.957,10.278,17.805,24.995,27594,1433,84.92,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,3,2B,homogeneo,PNM,62.780,1.918,13.906,18.309,28.643,35159,1437,84.17,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,3,2B,homogeneo,PNM,47.182,1.943,8.952,16.073,20.215,24650,1315,84.30,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,3,2B,homogeneo,DLB,63.472,1.972,11.859,20.759,28.881,31202,1626,84.10,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,3,2B,homogeneo,PNM,61.537,1.933,10.556,20.384,28.663,28552,1624,84.37,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
