ID,Rep,Size,Mode,Model,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,TPS,Topic
32,3,70B,single,llama3.3:70b,32.343,0.140,15.623,13.485,3.095,1979,71,5.26,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,3,70B,single,llama3.3:70b,35.289,0.141,15.328,16.366,3.453,1984,82,5.01,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,3,70B,single,llama3.3:70b,38.237,0.142,17.201,17.041,3.854,2312,89,5.22,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,3,70B,single,llama3.3:70b,32.140,0.136,14.945,13.921,3.137,1922,73,5.24,How can frequency planning address interference between satellite uplinks and broadband power line c
36,3,70B,single,llama3.3:70b,39.709,0.144,19.947,16.146,3.472,2559,81,5.02,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,3,70B,single,llama3.3:70b,34.085,0.138,16.841,13.916,3.191,2196,73,5.25,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,3,70B,single,llama3.3:70b,28.633,0.152,13.326,12.446,2.709,1779,65,5.22,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,3,70B,single,llama3.3:70b,38.594,0.141,21.065,14.266,3.121,2809,74,5.19,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,3,70B,single,llama3.3:70b,37.167,0.152,16.374,16.837,3.805,2037,88,5.23,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,3,70B,single,llama3.3:70b,35.980,0.144,16.376,15.894,3.565,2098,83,5.22,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,3,70B,single,llama3.3:70b,33.764,0.146,14.193,15.890,3.535,1875,83,5.22,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,3,70B,single,llama3.3:70b,35.220,0.143,17.473,14.337,3.267,2329,75,5.23,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,3,70B,single,llama3.3:70b,39.301,0.135,16.611,18.420,4.136,2144,96,5.21,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,3,70B,single,llama3.3:70b,29.102,0.142,13.805,12.414,2.741,1826,65,5.24,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,3,70B,single,llama3.3:70b,34.210,0.146,14.396,16.049,3.619,1905,84,5.23,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,3,70B,single,llama3.3:70b,33.916,0.141,16.902,13.723,3.150,2182,72,5.25,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,3,70B,single,llama3.3:70b,27.864,0.156,12.568,12.444,2.696,1620,65,5.22,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,3,70B,single,llama3.3:70b,37.733,0.143,14.373,19.359,3.858,1897,99,5.11,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,3,70B,single,llama3.3:70b,31.677,0.158,13.072,15.229,3.218,1731,79,5.19,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
