ID,Rep,Size,Mode,Model,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,TPS,Topic
30,1,70B,single,llama3.3:70b,35.291,0.151,16.272,15.548,3.320,2096,79,5.08,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,70B,single,llama3.3:70b,33.958,0.151,16.685,13.986,3.137,2111,73,5.22,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,1,70B,single,llama3.3:70b,33.081,0.144,15.392,14.428,3.117,1979,75,5.20,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,70B,single,llama3.3:70b,34.875,0.152,15.411,15.943,3.369,1984,80,5.02,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,70B,single,llama3.3:70b,36.711,0.151,17.059,15.941,3.561,2312,83,5.21,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,1,70B,single,llama3.3:70b,32.438,0.146,14.975,14.351,2.966,1922,74,5.16,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,70B,single,llama3.3:70b,38.292,0.144,19.939,15.108,3.101,2559,75,4.96,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,70B,single,llama3.3:70b,34.934,0.145,16.739,14.852,3.198,2196,77,5.18,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,70B,single,llama3.3:70b,28.453,0.149,13.380,12.243,2.681,1779,64,5.23,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,70B,single,llama3.3:70b,43.929,0.141,21.086,18.586,4.116,2809,96,5.17,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,70B,single,llama3.3:70b,33.595,0.145,16.356,13.969,3.125,2037,73,5.23,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,70B,single,llama3.3:70b,34.240,0.145,16.284,14.499,3.312,2098,76,5.24,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,70B,single,llama3.3:70b,32.717,0.143,14.334,14.916,3.325,1875,78,5.23,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,70B,single,llama3.3:70b,36.207,0.147,17.283,15.378,3.400,2329,80,5.20,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,70B,single,llama3.3:70b,35.472,0.141,16.826,15.092,3.413,2144,79,5.23,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,70B,single,llama3.3:70b,31.850,0.141,13.473,14.951,3.285,1826,78,5.22,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,70B,single,llama3.3:70b,32.832,0.148,14.694,14.776,3.214,1905,77,5.21,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,70B,single,llama3.3:70b,32.608,0.136,16.579,13.090,2.802,2182,68,5.19,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,70B,single,llama3.3:70b,29.387,0.142,12.910,13.494,2.841,1620,70,5.19,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,70B,single,llama3.3:70b,38.006,0.158,14.142,19.780,3.927,1897,101,5.11,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,70B,single,llama3.3:70b,31.240,0.165,13.313,14.699,3.063,1731,76,5.17,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
