ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
35,1,8B,homogeneo,DLB,166.425,1.920,42.857,50.037,71.613,37688,2960,59.53,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,8B,homogeneo,DLB,141.870,1.906,48.424,36.105,55.435,40039,2110,59.18,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,8B,homogeneo,PNM,130.866,1.934,40.394,36.121,52.418,34091,2146,61.06,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,8B,homogeneo,DLB,149.470,1.932,39.612,49.268,58.656,34752,2931,59.91,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,8B,homogeneo,DLB,147.692,1.922,50.690,39.443,55.637,41716,2312,59.20,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,8B,homogeneo,DLB,165.818,1.943,44.475,49.439,69.960,37724,2916,60.97,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,8B,homogeneo,PNM,165.563,2.503,45.493,46.013,71.557,38935,2750,59.89,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,8B,homogeneo,DLB,146.989,2.451,40.534,42.019,61.982,35346,2553,60.76,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,8B,homogeneo,PNM,169.799,2.436,45.468,48.542,73.355,39317,2930,60.82,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,8B,homogeneo,DLB,133.722,2.103,39.227,35.397,56.998,33861,2147,60.97,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,8B,homogeneo,DLB,105.819,2.142,31.903,26.558,45.220,27664,1611,63.08,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,8B,homogeneo,PNM,132.729,2.163,35.323,37.022,58.226,31090,2242,61.00,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,8B,homogeneo,DLB,181.137,1.967,51.837,51.735,75.595,43508,3061,59.60,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,8B,homogeneo,PNM,105.380,2.032,28.487,30.413,44.446,25226,1827,61.61,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,8B,homogeneo,PNM,193.472,2.116,47.735,60.794,82.832,41127,3649,60.16,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,8B,homogeneo,PNM,126.038,2.179,34.819,36.138,52.902,30589,2212,61.38,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
