ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
12,3,8B,heterogeneo,DLB,181.734,1.531,57.667,53.950,68.585,45293,2456,47.41,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classi
13,3,8B,heterogeneo,PNM,143.241,1.625,43.279,46.309,52.028,35579,2119,47.65,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
13,3,8B,heterogeneo,DLB,139.078,1.512,42.496,46.175,48.895,34833,2090,48.75,How does the transceiver's variable gain distribution between RF and baseband impact dynamic range a
14,3,8B,heterogeneo,DLB,174.786,1.546,48.394,61.937,62.911,39377,2844,47.35,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
14,3,8B,heterogeneo,PNM,181.984,1.560,49.114,61.706,69.605,39681,2822,47.37,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,3,8B,heterogeneo,DLB,203.397,1.648,52.640,82.039,67.072,42301,3837,47.78,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
15,3,8B,heterogeneo,DLB,197.344,1.594,47.878,54.552,93.319,38584,2540,48.31,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,3,8B,heterogeneo,PNM,152.783,1.505,44.486,52.651,54.142,35926,2412,49.23,What antenna design considerations optimize ground station visibility during short service windows i
16,3,8B,heterogeneo,PNM,176.194,1.569,44.039,63.123,67.466,35836,2960,48.08,What antenna design considerations optimize ground station visibility during short service windows i
17,3,8B,heterogeneo,DLB,187.226,1.493,52.596,45.759,87.376,42015,2138,49.79,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
17,3,8B,heterogeneo,PNM,169.295,1.484,57.428,52.853,57.531,45223,2503,48.68,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,3,8B,heterogeneo,PNM,167.764,1.487,48.679,51.413,66.184,39506,2457,49.34,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
18,3,8B,heterogeneo,PNM,171.877,1.486,49.568,56.741,64.084,39974,2706,49.47,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,3,8B,heterogeneo,DLB,150.652,1.553,46.475,47.858,54.771,38155,2230,48.78,How do on-board storage constraints influence payload power allocation between immediate and time-ta
19,3,8B,heterogeneo,DLB,148.780,1.505,46.463,48.261,52.547,37770,2260,48.38,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,3,8B,heterogeneo,PNM,123.325,1.582,39.153,39.108,43.480,32678,1841,48.70,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
20,3,8B,heterogeneo,PNM,135.591,1.587,44.185,50.566,39.255,36105,2406,48.83,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,3,8B,heterogeneo,PNM,144.747,1.502,40.914,44.718,57.613,33562,2107,49.90,How does transponder allocation balance network efficiency against thermal/power constraints during 
21,3,8B,heterogeneo,DLB,144.624,1.601,41.910,43.381,57.734,34061,2039,48.09,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,3,8B,heterogeneo,PNM,139.554,1.591,43.854,47.394,46.715,35720,2278,49.38,What interference mitigation techniques are viable for overlapping service transmissions across geog
22,3,8B,heterogeneo,PNM,137.904,1.507,40.766,42.627,53.005,33250,2023,49.53,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,3,8B,heterogeneo,DLB,136.144,1.537,39.246,39.078,56.284,32364,1827,49.08,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
23,3,8B,heterogeneo,PNM,135.778,1.521,43.018,50.643,40.596,35141,2409,49.22,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,3,8B,heterogeneo,DLB,139.302,1.592,40.251,38.040,59.423,33243,1798,50.49,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
24,3,8B,heterogeneo,PNM,132.967,1.562,43.917,44.914,42.572,35686,2145,49.72,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,3,8B,heterogeneo,PNM,132.771,1.542,38.067,35.123,58.042,31686,1654,50.31,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
25,3,8B,heterogeneo,PNM,160.984,1.459,48.459,65.804,45.263,38739,3199,49.85,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,3,8B,heterogeneo,DLB,173.732,1.534,48.295,36.229,87.675,38926,1724,49.84,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
26,3,8B,heterogeneo,PNM,183.243,1.544,64.672,75.299,41.731,50428,3549,48.73,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,3,8B,heterogeneo,PNM,174.465,1.489,46.430,48.538,78.009,37016,2283,48.86,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
27,3,8B,heterogeneo,PNM,139.481,1.528,44.658,41.735,51.557,36243,2009,51.32,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,3,8B,heterogeneo,PNM,152.158,1.480,50.084,46.973,53.619,40242,2257,50.21,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
28,3,8B,heterogeneo,PNM,157.861,1.544,46.950,43.218,66.151,38043,2010,48.95,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,3,8B,heterogeneo,DLB,146.330,1.609,44.267,47.781,52.676,35738,2238,48.16,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
29,3,8B,heterogeneo,PNM,142.095,1.505,43.704,51.931,44.952,35614,2414,48.27,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,3,8B,heterogeneo,DLB,150.629,1.552,48.123,50.685,50.269,38701,2394,48.64,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
30,3,8B,heterogeneo,PNM,138.443,1.465,43.845,41.195,51.936,35693,1990,50.00,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,3,8B,heterogeneo,DLB,99.807,1.352,41.288,37.627,19.539,33980,1889,52.13,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,3,8B,heterogeneo,DLB,124.381,1.356,44.858,52.807,25.359,36798,2626,51.56,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,3,8B,heterogeneo,PNM,110.499,1.353,41.617,43.265,24.264,34077,2175,54.66,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,3,8B,heterogeneo,DLB,116.214,1.344,48.095,43.883,22.897,38767,2222,53.93,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,3,8B,heterogeneo,PNM,160.284,1.351,50.274,73.403,35.255,40567,3643,51.44,How can frequency planning address interference between satellite uplinks and broadband power line c
36,3,8B,heterogeneo,PNM,164.443,1.411,67.598,62.590,32.845,51938,3121,52.97,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,3,8B,heterogeneo,DLB,98.891,1.388,42.911,35.531,19.062,34945,1778,53.65,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,3,8B,heterogeneo,PNM,90.381,1.379,35.363,35.581,18.057,29571,1759,52.26,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,3,8B,heterogeneo,PNM,134.118,1.332,56.951,49.248,26.587,45049,2470,52.45,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,3,8B,heterogeneo,DLB,134.737,1.359,49.486,54.988,28.905,40119,2755,52.24,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,3,8B,heterogeneo,DLB,146.871,1.327,53.385,61.377,30.779,42515,3089,52.66,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,3,8B,heterogeneo,PNM,85.035,1.352,36.399,29.276,18.010,30269,1480,56.86,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,3,8B,heterogeneo,PNM,127.031,1.365,47.773,50.869,27.028,39254,2578,53.13,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,3,8B,heterogeneo,PNM,109.432,1.352,42.129,42.698,23.247,34346,2147,54.03,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,3,8B,heterogeneo,PNM,86.157,1.378,35.315,31.049,18.415,29411,1551,54.01,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,3,8B,heterogeneo,PNM,107.944,1.358,39.094,44.015,23.475,32532,2193,52.20,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,3,8B,heterogeneo,PNM,148.486,1.356,55.546,60.527,31.057,44512,3072,52.81,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,3,8B,heterogeneo,PNM,96.524,1.349,33.513,38.575,23.086,27798,1959,53.65,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,3,8B,heterogeneo,PNM,133.091,1.355,48.872,55.569,27.291,39529,2769,51.89,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,3,8B,heterogeneo,PNM,111.302,1.347,39.982,46.909,23.062,33289,2334,51.51,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
