ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
41,2,8B,homogeneo,DLB,158.027,1.935,43.629,51.336,61.129,36427,2467,48.90,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,2,8B,homogeneo,PNM,200.403,1.952,48.484,80.592,69.375,40272,3814,48.00,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,2,8B,homogeneo,DLB,167.647,1.909,43.126,52.871,69.741,36236,2539,48.74,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,2,8B,homogeneo,PNM,165.971,1.959,42.839,55.151,66.019,35868,2644,48.53,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,2,8B,homogeneo,DLB,112.910,1.984,32.868,33.009,45.048,27958,1593,50.32,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,2,8B,homogeneo,DLB,194.113,1.941,46.402,74.112,71.656,40152,3544,48.47,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,2,8B,homogeneo,DLB,158.388,1.964,46.051,47.311,63.060,38062,2238,48.41,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,2,8B,homogeneo,PNM,126.187,1.917,30.036,39.958,54.274,26266,1950,50.03,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,2,8B,homogeneo,DLB,208.034,2.037,47.005,67.805,91.189,40056,3259,48.39,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,2,8B,homogeneo,PNM,161.479,2.191,38.507,54.711,66.067,33330,2616,48.63,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
