ID,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
q048_debateAG,8B,heterogeneo,DLB,141.533,0.0,0.0,0.0,54621,4055,28.65,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft communication?
q049_debateAG,8B,heterogeneo,DLB,127.775,0.0,0.0,0.0,60427,3395,26.57,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested airspaces?
q050_debateAG,8B,heterogeneo,PNM,137.998,0.0,0.0,0.0,57012,3865,28.01,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing flight formations?
q004_debateAG,8B,heterogeneo,PNM,210.016,0.0,0.0,0.0,63090,3086,14.69,How would the 0.25 dB passband loss affect link budget margins in low-noise satellite receiver frontends?
q007_debateAG,8B,heterogeneo,DLB,520.229,0.0,0.0,0.0,84453,6616,12.72,Can satellite orbital configurations optimize ML-based QoS by reducing propagation delays for latency-sensitive traffic classes?
q009_debateAG,8B,heterogeneo,DLB,579.326,0.0,0.0,0.0,84249,5985,10.33,What payload transponder allocation strategies balance spectral efficiency with dynamic QoS demands from ML traffic classification?
q010_debateAG,8B,heterogeneo,PNM,224.343,0.0,0.0,0.0,63155,3358,14.97,How do interference mitigation techniques adapt when handling tunneled versus non-tunneled traffic in multi-beam satellite systems?
q012_debateAG,8B,heterogeneo,DLB,294.52,0.0,0.0,0.0,84360,4113,13.97,What beamhopping strategies optimize network efficiency when integrating hierarchical traffic classification for satellite QoS management?
q015_debateAG,8B,heterogeneo,DLB,445.795,0.0,0.0,0.0,76873,4896,10.98,How do distributed satellite constellations impact orbital configuration trade-offs between coverage and inter-satellite interference mitigation?
q017_debateAG,8B,heterogeneo,PNM,346.689,0.0,0.0,0.0,82757,3818,11.01,How are link budgets affected when prioritizing high-revenue services versus navigation safety margins in dynamic scheduling?
q018_debateAG,8B,heterogeneo,DLB,225.361,0.0,0.0,0.0,66999,3509,15.57,What frequency planning challenges arise when coordinating multiple ground stations with overlapping satellite visibility windows?
q019_debateAG,8B,heterogeneo,DLB,204.173,0.0,0.0,0.0,63276,2586,12.67,How do on-board storage constraints influence payload power allocation between immediate and time-tagged service prioritization?
q020_debateAG,8B,heterogeneo,PNM,299.001,0.0,0.0,0.0,62870,4416,14.77,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-satellite ground station operations?
q021_debateAG,8B,heterogeneo,DLB,303.051,0.0,0.0,0.0,64968,4510,14.88,How does transponder allocation balance network efficiency against thermal/power constraints during peak service demand periods?
q026_debateAG,8B,heterogeneo,DLB,200.934,0.0,0.0,0.0,69168,2589,12.88,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to broadside beams?
q028_debateAG,8B,heterogeneo,PNM,533.775,0.0,0.0,0.0,80731,5875,11.01,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional designs?
q039_debateAG,8B,heterogeneo,DLB,444.831,0.0,0.0,0.0,84400,4496,10.11,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric utility backbones?
q042_debateAG,8B,heterogeneo,DLB,413.249,0.0,0.0,0.0,78058,5569,13.48,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO satellite links?
q043_debateAG,8B,heterogeneo,PNM,181.765,0.0,0.0,0.0,61802,2879,15.84,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-satellite communication?
q044_debateAG,8B,heterogeneo,DLB,172.658,0.0,0.0,0.0,61934,3226,18.68,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent channel interference risks?
q047_debateAG,8B,heterogeneo,PNM,310.442,0.0,0.0,0.0,78148,4243,13.67,How can satellite link budgets be optimized for high throughput and low latency in global aeronautical coverage?
