ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
14,3,70B,homogeneo,PNM,576.940,1.957,209.484,214.763,150.736,28080,1127,5.26,What antenna aperture size trade-offs exist between LEO and GEO satellites when optimizing gain and 
15,3,70B,homogeneo,PNM,557.228,2.019,208.446,209.064,137.699,27866,1097,5.27,How do distributed satellite constellations impact orbital configuration trade-offs between coverage
16,3,70B,homogeneo,PNM,537.926,1.936,199.436,197.830,138.722,26447,1032,5.25,What antenna design considerations optimize ground station visibility during short service windows i
17,3,70B,homogeneo,PNM,626.312,1.969,256.042,200.567,167.733,34271,1051,5.25,How are link budgets affected when prioritizing high-revenue services versus navigation safety margi
18,3,70B,homogeneo,PNM,539.774,1.929,214.220,183.306,140.315,28408,961,5.25,What frequency planning challenges arise when coordinating multiple ground stations with overlapping
19,3,70B,homogeneo,PNM,568.085,1.982,215.556,202.792,147.754,28929,1067,5.28,How do on-board storage constraints influence payload power allocation between immediate and time-ta
20,3,70B,homogeneo,PNM,541.387,1.951,196.671,195.834,146.934,26063,1018,5.22,What beam switching strategies minimize setup times while maintaining spectrum efficiency for multi-
21,3,70B,homogeneo,PNM,510.441,1.955,197.546,175.462,135.478,25845,922,5.27,How does transponder allocation balance network efficiency against thermal/power constraints during 
22,3,70B,homogeneo,PNM,511.657,1.996,199.604,177.509,132.548,26085,928,5.25,What interference mitigation techniques are viable for overlapping service transmissions across geog
23,3,70B,homogeneo,PNM,527.928,1.934,194.839,196.024,135.136,25749,1022,5.23,How does the dual-mode operation of the CTS antenna impact frequency reuse and coverage patterns in 
24,3,70B,homogeneo,PNM,515.515,1.954,200.873,182.637,130.052,26565,949,5.23,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,3,70B,homogeneo,PNM,528.574,1.948,198.755,187.823,140.050,26227,980,5.24,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,3,70B,homogeneo,PNM,576.817,1.995,244.019,177.665,153.140,31897,929,5.25,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,3,70B,homogeneo,PNM,573.878,1.969,216.693,203.655,151.560,29130,1068,5.26,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,3,70B,homogeneo,DLB,616.850,1.978,243.973,205.942,164.958,32114,1073,5.23,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,3,70B,homogeneo,PNM,534.430,4.680,197.714,192.318,139.720,26087,1003,5.23,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,3,70B,homogeneo,PNM,550.720,2.387,210.498,197.988,139.850,28239,1037,5.25,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,3,70B,homogeneo,PNM,561.520,1.941,209.217,201.720,148.641,27982,1059,5.26,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,3,70B,homogeneo,PNM,552.681,1.979,202.520,201.888,146.294,26792,1059,5.26,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,3,70B,homogeneo,PNM,538.996,2.054,201.861,200.120,134.962,26561,1040,5.22,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,3,70B,homogeneo,PNM,565.295,1.939,221.671,191.471,150.212,29549,997,5.23,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,3,70B,homogeneo,PNM,532.481,1.967,188.050,206.013,136.451,25156,1071,5.22,How can frequency planning address interference between satellite uplinks and broadband power line c
36,3,70B,homogeneo,DLB,623.127,1.951,255.067,201.747,164.362,34044,1056,5.25,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,3,70B,homogeneo,PNM,606.710,1.966,220.958,220.981,162.804,29703,1157,5.25,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,3,70B,homogeneo,PNM,509.514,1.962,177.618,192.758,137.176,23915,1012,5.26,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,3,70B,homogeneo,PNM,629.192,2.011,260.950,199.821,166.411,34658,1042,5.24,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,3,70B,homogeneo,PNM,552.606,1.943,210.887,195.925,143.853,27993,1023,5.24,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,3,70B,homogeneo,PNM,558.660,1.968,214.880,194.751,147.066,28769,1023,5.27,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,3,70B,homogeneo,PNM,540.248,2.004,201.506,197.202,139.536,26458,1024,5.22,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,3,70B,homogeneo,PNM,553.503,1.952,209.123,196.558,145.871,27706,1031,5.27,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,3,70B,homogeneo,PNM,564.092,1.948,207.186,205.954,149.003,27551,1080,5.27,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,3,70B,homogeneo,PNM,502.092,1.984,186.856,184.031,129.219,24731,965,5.26,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,3,70B,homogeneo,PNM,519.356,1.949,180.456,202.756,134.196,24361,1063,5.26,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,3,70B,homogeneo,PNM,581.606,1.950,236.176,190.491,152.987,30972,982,5.19,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,3,70B,homogeneo,PNM,477.136,1.999,161.936,190.965,122.236,21301,991,5.22,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,3,70B,homogeneo,PNM,545.829,1.955,201.338,199.358,143.180,26594,1032,5.21,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,3,70B,homogeneo,PNM,512.715,1.992,178.850,199.079,132.797,24117,1050,5.29,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
