ID,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
q029_debateAG,8B,heterogeneo,PNM,133.94,0.0,0.0,133.94,10768,543,4.05,How does gateway separation distance affect spatial correlation and link budget margins in Q/V band feeder links?
q030_debateAG,8B,heterogeneo,PNM,141.39,0.0,0.0,141.39,11360,504,3.56,How does the MFbB architecture impact beamforming scan loss trade-offs versus user terminal G/T requirements in GEO satellites?
q031_debateAG,8B,heterogeneo,PNM,139.88,0.0,0.0,139.88,11280,1030,7.36,How does interleaved array element spacing affect coverage patterns and grating lobe suppression in Ka-band satellite links?
q032_debateAG,8B,heterogeneo,PNM,175.28,0.0,0.0,175.28,11764,900,5.13,How does TDD satellite system design account for large RTT when optimizing antenna gain and coverage for delay-sensitive RLNC applications?
q033_debateAG,8B,heterogeneo,PNM,102.33,0.0,0.0,102.33,9322,695,6.79,How does the four-color spectrum reuse pattern balance coverage gain and co-channel interference in MSS antenna design?
q034_debateAG,8B,heterogeneo,PNM,178.52,0.0,0.0,178.52,12825,631,3.53,How does the uniform planar array antenna configuration impact link budget calculations for massive MIMO LEO systems?
q035_debateAG,8B,heterogeneo,PNM,796.46,0.0,0.0,796.46,14831,592,0.74,How does the N+P gateway scheme impact link budget margin requirements in Q/V band considering dynamic rain attenuation and switching latency?
q036_debateAG,8B,heterogeneo,PNM,174.98,0.0,0.0,174.98,12763,627,3.58,"How do Flower Constellation parameters (τ, inclination, RAAN) influence coverage performance and link budget margins for asymmetric service regions?"
q037_debateAG,8B,heterogeneo,PNM,145.32,0.0,0.0,145.32,10334,731,5.03,"How do shadowed Rician parameters (m, b, ω) affect link budget calculations considering interference fluctuations at both terrestrial relay and destination nodes?"
q038_debateAG,8B,heterogeneo,PNM,155.74,0.0,0.0,155.74,12366,776,4.98,How does cloud attenuation influence required link budget margins for optical LEO downlinks in different geographic regions?
q039_debateAG,8B,heterogeneo,PNM,176.02,0.0,0.0,176.02,11585,934,5.31,How do PD and PR cell selections impact link budget margins considering their axial ratio and bandwidth trade-offs?
q040_debateAG,8B,heterogeneo,PNM,248.64,0.0,0.0,248.64,13976,1135,4.56,How do LEO and GEO satellite configurations balance latency and coverage trade-offs for UAV data links?
q041_debateAG,8B,heterogeneo,Unknown,312.88,0.0,0.0,312.88,21464,1487,4.75,How do nonlinear HPA impairments impact link budget margin calculations for varying weather conditions?
q042_debateAG,8B,heterogeneo,PNM,129.19,0.0,0.0,129.19,10227,593,4.59,How does the array feed reflector design influence phase variation and energy efficiency in multibeam satellites?
q043_debateAG,8B,heterogeneo,PNM,140.73,0.0,0.0,140.73,10633,536,3.81,How does full frequency reuse in multibeam satellites impact link budget trade-offs between co-channel interference and spectral efficiency?
q044_debateAG,8B,heterogeneo,PNM,158.27,0.0,0.0,158.27,10841,775,4.9,How do current frequency separation techniques in multibeam satellites limit system capacity scaling despite mitigating co-channel interference?
q045_debateAG,8B,heterogeneo,PNM,187.29,0.0,0.0,187.29,11913,782,4.18,How do GEO satellite propagation delays influence link budget margins for latency-sensitive applications?
q046_debateAG,8B,heterogeneo,PNM,164.6,0.0,0.0,164.6,11659,802,4.87,How does the proposed tropical Z-R relationship impact Ka-band link margin calculations compared to the Marshall-Palmer model for satellite systems in high rainfall regions?
q047_debateAG,8B,heterogeneo,PNM,106.26,0.0,0.0,106.26,8687,323,3.04,How does the preamble structure with concatenated ZC sequences impact link budget calculations for GEO satellite coverage?
q048_debateAG,8B,heterogeneo,PNM,151.8,0.0,0.0,151.8,11275,552,3.64,How do phase perturbations in GEO satellite channels impact link budget calculations and required power margins for SINR constraints?
q049_debateAG,8B,heterogeneo,PNM,249.21,0.0,0.0,249.21,15769,1094,4.39,How can satellite orbital altitude and inclination be optimized to minimize atmospheric turbulence impact on continuous variable quantum key distribution link budgets?
q050_debateAG,8B,heterogeneo,PNM,159.51,0.0,0.0,159.51,11527,869,5.45,How do orbital altitude and inclination choices in GNSS constellations balance global coverage versus signal power margins?
