ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
32,1,2B,heterogeneo,PNM,80.563,1.768,12.547,44.775,21.472,35990,4613,98.42,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,2B,heterogeneo,PNM,80.699,1.887,12.118,43.315,23.381,34487,4601,100.62,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,2B,heterogeneo,PNM,86.891,1.800,13.934,47.091,24.069,38911,4933,98.24,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,1,2B,heterogeneo,PNM,80.543,1.766,11.485,42.760,24.528,33098,4548,99.89,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,2B,heterogeneo,DLB,93.049,1.760,15.312,47.952,28.026,42517,4867,97.62,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,2B,heterogeneo,DLB,73.133,1.740,11.796,38.626,20.967,34130,4014,99.55,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,2B,heterogeneo,PNM,80.013,1.732,10.540,44.542,23.198,30309,4678,98.69,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,2B,heterogeneo,PNM,90.451,1.745,15.945,46.436,26.326,44334,4740,97.56,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,2B,heterogeneo,PNM,89.250,1.975,13.112,42.597,31.565,36906,4669,106.41,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,2B,heterogeneo,PNM,86.037,1.745,12.257,48.658,23.378,35197,5151,98.19,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,2B,heterogeneo,DLB,94.849,1.745,13.830,53.142,26.133,37874,5477,97.47,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,2B,heterogeneo,PNM,73.483,1.846,11.770,38.571,21.298,34395,3942,97.68,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,2B,heterogeneo,DLB,97.200,1.762,13.114,51.413,30.912,37263,5502,101.06,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,2B,heterogeneo,PNM,73.838,1.988,10.875,34.812,26.164,31552,3880,109.66,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,2B,heterogeneo,DLB,78.113,2.077,10.877,42.440,22.723,31438,4632,104.13,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,2B,heterogeneo,PNM,94.651,1.773,14.147,50.996,27.738,40130,5322,98.92,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,2B,heterogeneo,PNM,79.729,1.787,10.392,43.570,23.977,29502,4659,100.13,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,2B,heterogeneo,DLB,91.013,1.749,12.831,50.981,25.452,36369,5266,98.21,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,2B,heterogeneo,PNM,86.565,1.763,11.649,48.677,24.476,33007,5130,98.64,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
