ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
26,1,8B,heterogeneo,PNM,307.170,1.413,65.232,217.238,23.287,43230,2447,32.61,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,1,8B,heterogeneo,PNM,348.523,1.347,65.367,256.856,24.954,40063,2680,31.69,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,1,8B,heterogeneo,PNM,251.794,1.427,58.612,170.804,20.948,39005,2015,32.01,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,1,8B,heterogeneo,DLB,283.304,1.388,51.667,210.412,19.834,34839,2171,31.73,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,1,8B,heterogeneo,PNM,228.341,1.379,51.336,157.148,18.476,34710,1877,32.19,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,8B,heterogeneo,DLB,134.509,3.873,48.287,55.053,27.294,39381,2754,51.91,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,1,8B,heterogeneo,DLB,120.916,1.378,45.606,49.402,24.534,37468,2519,53.02,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,8B,heterogeneo,PNM,99.917,1.365,39.518,37.462,21.576,32780,1864,54.92,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,8B,heterogeneo,PNM,133.986,1.328,50.687,54.594,27.377,41091,2763,52.50,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,1,8B,heterogeneo,PNM,115.350,1.351,41.309,47.624,25.065,33920,2386,54.24,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,8B,heterogeneo,DLB,112.639,1.331,51.689,37.453,22.170,41269,1943,55.25,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,8B,heterogeneo,PNM,89.086,1.348,39.591,30.045,18.102,32908,1504,55.19,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,8B,heterogeneo,PNM,94.833,1.360,35.908,37.896,19.670,30481,1887,52.15,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,8B,heterogeneo,DLB,137.911,1.378,57.573,51.201,27.761,46029,2593,53.35,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,8B,heterogeneo,DLB,105.126,1.350,43.011,40.162,20.603,35867,2016,52.68,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,8B,heterogeneo,PNM,130.738,1.344,48.799,53.023,27.569,39737,2659,52.89,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,8B,heterogeneo,PNM,97.453,1.344,40.117,36.883,19.110,33668,1844,52.02,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,8B,heterogeneo,PNM,129.160,1.348,47.669,52.388,27.754,39161,2639,52.74,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,8B,heterogeneo,PNM,112.661,1.365,43.570,43.641,24.088,35915,2171,52.16,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,8B,heterogeneo,DLB,93.710,1.359,36.797,35.701,19.854,30583,1776,53.36,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,8B,heterogeneo,PNM,101.314,1.333,37.269,41.068,21.641,31254,2043,51.78,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,8B,heterogeneo,PNM,124.192,1.338,51.340,46.128,25.386,41155,2345,54.00,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,8B,heterogeneo,PNM,97.548,1.353,34.724,40.422,21.047,29248,2063,53.27,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,8B,heterogeneo,PNM,128.052,1.345,46.878,53.026,26.805,38118,2705,54.37,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,8B,heterogeneo,DLB,97.485,1.365,36.980,38.820,20.318,30828,1960,54.76,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
