ID,Rep,Size,Mode,Winner,Total_S,Load_S,Prompt_S,Gen_S,Overhead_S,Tokens_In,Tokens_Out,Avg_TPS,Topic
24,1,70B,heterogeneo,PNM,1696.063,863.848,234.143,568.275,29.799,30073,2921,5.13,What are the trade-offs in using additive manufacturing for CTS array fabrication versus traditional
25,1,70B,heterogeneo,PNM,2008.914,869.281,244.316,853.287,42.028,31445,4388,5.12,How does the 11.6% bandwidth of the CTS antenna influence frequency planning and spectral efficiency
26,1,70B,heterogeneo,DLB,1717.118,866.820,270.018,551.295,28.986,34738,2833,5.12,How does the 45° scan range affect link budget calculations for edge-of-coverage users compared to b
27,1,70B,heterogeneo,PNM,1847.742,882.742,255.831,674.897,34.276,32879,3460,5.12,What power allocation trade-offs arise from differing scan losses between quasi-TEM and quasi-TE1 mo
28,1,70B,heterogeneo,DLB,2006.153,870.397,276.096,818.666,40.996,35392,4203,5.11,How does defocused reflector gain loss impact link budget margins for SNR compared to conventional d
29,1,70B,heterogeneo,DLB,1699.568,848.420,225.016,595.396,30.737,28800,3065,5.13,What trade-offs exist between reflector aperture size and feed element redundancy in robust antenna 
30,1,70B,heterogeneo,DLB,1824.331,858.578,235.873,693.848,36.035,30135,3574,5.14,How does defocused feed array placement optimize coverage versus scan loss in DBF architectures?
31,1,70B,heterogeneo,DLB,1806.973,893.254,258.323,622.313,33.087,33001,3207,5.13,Can MVDR beamforming sufficiently compensate for pattern degradation in array-fed reflectors during 
32,1,70B,heterogeneo,PNM,1779.528,839.886,230.779,673.433,35.427,29525,3478,5.14,What feed element spacing balance minimizes dB loss while maintaining beamforming flexibility in def
33,1,70B,heterogeneo,PNM,1767.121,860.475,233.242,639.284,34.124,30009,3300,5.14,How do GEO vs LEO satellite orbits affect latency and coverage in hybrid networks for rural substati
34,1,70B,heterogeneo,DLB,1831.391,866.603,261.305,668.166,35.323,33346,3444,5.13,What antenna design considerations minimize signal attenuation in high-noise power line environments
35,1,70B,heterogeneo,DLB,1976.627,846.950,230.527,855.318,43.831,29825,4415,5.13,How can frequency planning address interference between satellite uplinks and broadband power line c
36,1,70B,heterogeneo,DLB,2014.795,892.695,298.266,781.556,42.279,38130,3992,5.09,What link budget trade-offs exist when balancing data rate and reliability in adverse weather for sa
37,1,70B,heterogeneo,DLB,1932.670,858.548,253.145,780.815,40.164,32435,4019,5.12,How does adaptive modulation impact power margins in satellite transponders for fluctuating rural su
38,1,70B,heterogeneo,PNM,1861.464,856.790,216.439,749.643,38.589,27666,3844,5.12,What beam allocation strategies optimize spectrum efficiency in hybrid satellite-WiMAX networks duri
39,1,70B,heterogeneo,DLB,1861.496,895.300,305.036,625.947,35.213,38960,3204,5.09,How do MPLS and IPsec VPNs differ in mitigating congestion for real-time QoS in multi-telectric util
40,1,70B,heterogeneo,PNM,1861.007,887.665,254.015,683.342,35.982,32565,3493,5.11,How does the hybrid SIW-waveguide feeding topology balance efficiency and compactness in V-band sate
41,1,70B,heterogeneo,DLB,1934.323,867.163,257.774,768.989,40.398,33336,3962,5.13,What trade-offs exist between array size and radiation efficiency for SIW arrays in high-gain inter-
42,1,70B,heterogeneo,PNM,1776.372,855.731,220.774,664.887,34.975,28314,3438,5.16,How does the 41% efficiency of the proposed antenna impact link budget calculations for GEO-LEO sate
43,1,70B,heterogeneo,DLB,1850.102,870.400,245.881,697.233,36.585,31327,3592,5.12,What orbital configurations justify prioritizing V-band (57-66 GHz) over optical systems for inter-s
44,1,70B,heterogeneo,PNM,1944.662,856.132,227.796,818.675,42.058,29253,4224,5.13,How does the 14.6% bandwidth affect frequency planning for multi-satellite networks with adjacent ch
45,1,70B,heterogeneo,DLB,1746.758,857.958,219.921,635.607,33.275,28007,3264,5.13,Could the hybrid feeding structure introduce scalability challenges in dynamic payload power allocat
46,1,70B,heterogeneo,PNM,1637.171,856.756,209.338,541.710,29.369,26575,2773,5.10,What beam management strategies are needed to mitigate efficiency fluctuations (>3 dB gain variance)
47,1,70B,heterogeneo,DLB,2054.980,898.590,298.904,814.814,42.670,38532,4185,5.10,How can satellite link budgets be optimized for high throughput and low latency in global aeronautic
48,1,70B,heterogeneo,DLB,1705.592,849.196,201.188,622.295,32.912,25583,3218,5.15,What antenna designs balance aerodynamic constraints with MIMO requirements for high-speed aircraft 
49,1,70B,heterogeneo,PNM,1852.814,885.626,229.338,700.650,37.201,29368,3612,5.13,How does L-DACS integration impact spectrum sharing between A2G and satellite links in congested air
50,1,70B,heterogeneo,DLB,1830.269,873.066,230.715,690.108,36.383,29330,3547,5.12,What beamforming strategies ensure consistent LOS connectivity for A2A links in dynamically changing
